cliente,cnae_subclasse,sum_carteira_ativa,ano,cnae_subclasse_bcb,codigo_cnae_ibge,atividade_tru68_ibge
PJ,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",938741783.95,2013,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",2822,2800
PJ,Fabricação de outras aguardentes e bebidas destiladas,198352037.78,2013,Fabricação de outras aguardentes e bebidas destiladas,1111,1100
PJ,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",288704400.63,2013,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",2852,2800
PJ,Fabricação de peças e acessórios para o sistema motor de veículos automotores,2426163421.74,2013,Fabricação de peças e acessórios para o sistema motor de veículos automotores,2941,2992
PJ,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",1344492.43,2013,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",3313,3300
PJ,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",8648783.15,2013,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",3314,3300
PJ,Manutenção e reparação de válvulas industriais,7751306.37,2013,Manutenção e reparação de válvulas industriais,3314,3300
PJ,Produção de ferro-gusa,1712295707.92,2013,Produção de ferro-gusa,2411,2491
PJ,Extração de saibro e beneficiamento associado,33063961.14,2013,Extração de saibro e beneficiamento associado,0810,0580
PJ,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",161521999.59,2013,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",0710,0791
PJ,Serviços de hemoterapia,28115984.89,2013,Serviços de hemoterapia,8640,8691
PJ,UTI móvel,51408945.57,2013,UTI móvel,8621,8691
PJ,Atividades do Correio Nacional,907883.64,2013,Atividades do Correio Nacional,5310,5280
PJ,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",6634101259.88,2013,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",5221,5280
PJ,Cultivo de seringueira,14847480.41,2013,Cultivo de seringueira,0139,0191
PJ,Exploração de boliches,2319714.99,2013,Exploração de boliches,9329,9080
PJ,Restauração e conservação de lugares e prédios históricos,1309283.53,2013,Restauração e conservação de lugares e prédios históricos,9102,9080
PJ,Atividades de transporte de valores,142195759.3,2013,Atividades de transporte de valores,8012,8000
PJ,Leiloeiros independentes,6331177.78,2013,Leiloeiros independentes,8299,7880
PJ,Holdings de instituições financeiras,10533470.36,2013,Holdings de instituições financeiras,6461,6480
PJ,Comércio atacadista de óleos e gorduras,44615104.36,2013,Comércio atacadista de óleos e gorduras,4637,4580
PJ,Comércio por atacado de reboques e semirreboques novos e usados,88349126.85,2013,Comércio por atacado de reboques e semirreboques novos e usados,4511,4580
PJ,Comércio sob consignação de motocicletas e motonetas,153690.95,2013,Comércio sob consignação de motocicletas e motonetas,4542,4500
PJ,Abate de pequenos animais,355130.29,2013,Abate de pequenos animais,1012,1091
PJ,"Fabricação de automóveis, camionetas e utilitários",11544228179.76,2013,"Fabricação de automóveis, camionetas e utilitários",2910,2991
PJ,"Fabricação de biocombustíveis, exceto álcool",923307413.52,2013,"Fabricação de biocombustíveis, exceto álcool",1932,1992
PJ,Fabricação de equipamentos de transporte não especificados anteriormente,171805403.74,2013,Fabricação de equipamentos de transporte não especificados anteriormente,3099,3000
PJ,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios",114051458.1,2013,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios",2821,2800
PJ,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",262890240.67,2013,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",3250,3180
PJ,Fabricação de material elétrico para instalações em circuito de consumo,198681693.0,2013,Fabricação de material elétrico para instalações em circuito de consumo,2732,2700
PJ,Fabricação de medicamentos para uso veterinário,564455624.76,2013,Fabricação de medicamentos para uso veterinário,2122,2100
PJ,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",57355603.66,2013,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",2866,2800
PJ,Fabricação de produtos farmoquímicos,238160788.68,2013,Fabricação de produtos farmoquímicos,2110,2100
PJ,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,488176368.9,2013,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,2449,2492
PJ,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",770004571.03,2013,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",2424,2491
PJ,Atividades de apoio à extração de minerais metálicos não-ferrosos,4116972.59,2013,Atividades de apoio à extração de minerais metálicos não-ferrosos,0990,0680
PJ,Transporte ferroviário de carga,4262991888.96,2013,Transporte ferroviário de carga,4911,4900
PJ,Descontaminação e outros serviços de gestão de resíduos,47917427.74,2013,Descontaminação e outros serviços de gestão de resíduos,3900,3680
PJ,Usinas de compostagem,97606289.83,2013,Usinas de compostagem,3839,3680
PJ,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",456929393.5,2013,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",2945,2992
PJ,Segurança e ordem pública,13516222.19,2013,Segurança e ordem pública,8424,8400
PJ,Criação de peixes ornamentais em água salgada e salobra,18134.98,2013,Criação de peixes ornamentais em água salgada e salobra,0321,0280
PJ,Cultivo de alho,4046067.04,2013,Cultivo de alho,0119,0191
PJ,Cultivo de batata-inglesa,1390486.89,2013,Cultivo de batata-inglesa,0119,0191
PJ,Cultivo de laranja,362771831.31,2013,Cultivo de laranja,0131,0191
PJ,Cultivo de pinus,183167866.05,2013,Cultivo de pinus,0210,0280
PJ,Serviço de inseminação artificial em animais,1511644.78,2013,Serviço de inseminação artificial em animais,0162,0192
PJ,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",23809115.86,2013,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",9103,9080
PJ,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,3394290.36,2013,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,9102,9080
PJ,Exploração de jogos de azar e apostas não especificados anteriormente,55611.86,2013,Exploração de jogos de azar e apostas não especificados anteriormente,9200,9080
PJ,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",1853085.47,2013,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",7739,7700
PJ,"Bancos múltiplos, sem carteira comercial",1080175573.24,2013,"Bancos múltiplos, sem carteira comercial",6431,6480
PJ,Concessão de crédito pelas OSCIP,79756085.64,2013,Concessão de crédito pelas OSCIP,6499,6480
PJ,Sociedade seguradora de seguros saúde,12786465.3,2013,Sociedade seguradora de seguros saúde,6520,6480
PJ,Sociedades de crédito ao microempreendedor,3228736.98,2013,Sociedades de crédito ao microempreendedor,6437,6480
PJ,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,48288800.07,2013,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,4649,4580
PJ,Comércio atacadista de carnes e derivados de outros animais,14708966.21,2013,Comércio atacadista de carnes e derivados de outros animais,4634,4580
PJ,"Comércio atacadista de lustres, luminárias e abajures",191494120.1,2013,"Comércio atacadista de lustres, luminárias e abajures",4649,4580
PJ,"Construção de redes de transportes por dutos, exceto para água e esgoto",38761208.03,2013,"Construção de redes de transportes por dutos, exceto para água e esgoto",4223,4180
PJ,Distribuição de combustíveis gasosos por redes urbanas,35691396.02,2013,Distribuição de combustíveis gasosos por redes urbanas,3520,3500
PJ,"Produção e distribuição de vapor, água quente e ar condicionado",19118554.62,2013,"Produção e distribuição de vapor, água quente e ar condicionado",3530,3500
PJ,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,214435496.41,2013,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,2660,2600
PJ,Fabricação de baterias e acumuladores para veículos automotores,107978261.59,2013,Fabricação de baterias e acumuladores para veículos automotores,2722,2700
PJ,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",279089301.4,2013,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",2522,2500
PJ,Fabricação de casas de madeira pré-fabricadas,3718964.17,2013,Fabricação de casas de madeira pré-fabricadas,1622,1600
PJ,Fabricação de defensivos agrícolas,858623416.8,2013,Fabricação de defensivos agrícolas,2051,2092
PJ,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",338989779.3,2013,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",2815,2800
PJ,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",36037018.75,2013,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",2832,2800
PJ,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",17860093.0,2013,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",2821,2800
PJ,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",2322004302.16,2013,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",2751,2700
PJ,"Fabricação de impermeabilizantes, solventes e produtos afins",47617587.78,2013,"Fabricação de impermeabilizantes, solventes e produtos afins",2073,2092
PJ,Fabricação de intermediários para fertilizantes,309524292.46,2013,Fabricação de intermediários para fertilizantes,2012,2091
PJ,"Fabricação de locomotivas, vagões e outros materiais rodantes",194126788.47,2013,"Fabricação de locomotivas, vagões e outros materiais rodantes",3031,3000
PJ,Fabricação de material sanitário de cerâmica,14424459.64,2013,Fabricação de material sanitário de cerâmica,2349,2300
PJ,Fabricação de meias,125800038.52,2013,Fabricação de meias,1421,1400
PJ,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",49536205.53,2013,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",2863,2800
PJ,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",87710253.1,2013,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",2864,2800
PJ,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",1717406832.17,2013,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",2854,2800
PJ,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",17282890.57,2013,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",2822,2800
PJ,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,525118833.55,2013,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,2944,2992
PJ,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,604364969.75,2013,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,2943,2992
PJ,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,245920533.01,2013,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,2942,2992
