word;dict;goo;pt
battalion;bəˈtæl.i.ən;bəˈtalyən;batalhão
batten;ˈbæt̬.ən;ˈbatn;Batten
battened;ˈbæt.ən;nan;Battened
battening;ˈbæt.ən;nan;nan
batter;ˈbæt̬.ɚ;ˈbadər;massa
battered;ˈbæt̬.ɚd;ˈbadərd;batida(feminino)
batteries;ˈbæt̬.ɚ.i;nan;nan
battering;ˈbæt̬.ɚ.ɪŋ;ˈbadəriNG;bateding
battery;ˈbæt̬.ɚ.i;ˈbadərē;bateria
batting;ˈbæt̬.ɪŋ;nan;rebatendo
battle;ˈbæt̬.əl;ˈbadl;batalha
battleaxe;ˈbæt.əl.æks;ˈbadlaks;Machado de batalha
battled;ˈbæt.əl;nan;lutou
battledress;ˈbæt̬.əl.dres;nan;luta
battlefield;ˈbæt̬.əl.fiːld;ˈbadlˌfēld;campo de batalha
battleground;ˈbæt̬.əl.ɡraʊnd;nan;campo de batalha
battlement;nan;ˈbadlmənt;Batalha
battlements;ˈbæt̬.əl.mənts;nan;Battlements
battler;nan;ˈbatələr;batalhadora(feminino)
battlers;nan;ˈbatələr;Battlers
battleship;ˈbæt̬.əl.ʃɪp;ˈbadlˌSHip;Battleship
battling;ˈbæt.əl;nan;nan
batty;ˈbæt̬.i;nan;Batty
bauble;ˈbɑː.bəl;ˈbôbəl;bobagem
baud; /bɔːd/;bôd;Baud
baulk;bɑːlk;nan;Baulk
baulked;bɔːk;nan;baulked
baulking;bɔːk;nan;nan
bauxite;ˈbɑːk.saɪt;ˈbôksīt;bauxita
bawdy;ˈbɑː.di;ˈbôdē;Bawdy
bawl;bɑːl;bôl;Bawl
bawled;bɔːl;bôl;gritou
bawling;bɔːl;nan;nan
bay;beɪ;bā;baía
bayed;beɪ;nan;nan
baying;beɪ;nan;nan
bayonet;ˈbeɪ.ə.nət;ˈbāənət;baioneta
bazaar;bəˈzɑːr;bəˈzär;bazar
bazooka;bəˈzuː.kə;bəˈzo͞okə;bazuca
bb;ˈbiː.biː ˌɡʌn;nan;nan
bbc;ˌbiː.biːˈsiː;nan;nan
bbs;ˌbiː.biːˈes;nan;nan
bc;ˌbiːˈsiː;nan;nan
bdsm;ˌbiː.diː.esˈem;nan;nan
be;biː;bē;ser
beach; /biːtʃ/;bēCH;de praia
beach;biːtʃ;bēCH;de praia
beachcomber; /ˈbiːtʃkəʊmər/;ˈbēCHˌkōmər;Beachcomber
beaches;biːtʃ;nan;nan
beachhead; /ˈbiːtʃhed/;ˈbēCHˌhed;cabeceira da praia
beachside;nan;ˈbēCHˌsīd;praia
beachy;nan;ˈbēCHē;Beachy
beacon;ˈbiː.kən;ˈbēkən;baliza
beacon; /ˈbiːkən/;ˈbēkən;baliza
bead;biːd;bēd;contas
beaded;ˈbiː.dɪd;ˈbədəd;contas
beading;ˈbiː.dɪŋ;ˈbēdiNG;contas
beadle;ˈbiː.dəl;nan;bedel
beads;biːd;nan;nan
beadwork;nan;ˈbēdwərk;contas
beady;ˈbiː.di;ˈbēdē;pequeno e brilhante
beagle;ˈbiː.ɡl̩;ˈbēɡəl;beagle
beak;biːk;bēk;bico
beak; /biːk/;bēk;bico
beaker;ˈbiː.kɚ;ˈbēkər;taça
beam;biːm;bēm;feixe
beamed;biːm;nan;nan
beaming;ˈbiː.mɪŋ;nan;radiante
beamy;nan;ˈbēmē;Beamy
bean;biːn;bēn;feijão
beanbag;ˈbiːn.bæɡ;ˈbēnˌbaɡ;SAB de feijão
beanie;ˈbiː.ni;ˈbēnē;gorro
beanpole;ˈbiːn.poʊl;ˈbēnˌpōl;beanpole
beans;biːn;nan;nan
beanstalk;ˈbiːn.stɑːk;ˈbēnˌstôk;beanstalk
bear;ber;ber;ursa(feminino)
bearable;ˈber.ə.bəl;ˈberəb(ə)l;suportável
beard;bɪrd;ˈbird;barba
bearded;ˈbɪr.dɪd;ˈbi(ə)rdid;barbuda(feminino)
beardless;ˈbɪrd.ləs;nan;sem barba
bearer;ˈber.ɚ;ˈberər;O portador
bearing;ˈber.ɪŋ;ˈberiNG;consequência
bearings;ˈbeər·ɪŋz;nan;rolamentos
bearish;ˈber.ɪʃ;ˈberiSH;grosseira(feminino)
bears;ber;nan;nan
bearskin;ˈber.skɪn;ˈberˌskin;pele de urso
beast;biːst;bēst;fera
beastliness; /ˈbiːstlinəs/;nan;nan
beastly;ˈbiːst.li;ˈbēstlē;bestial
beat;biːt;bēt;bater
beaten;ˈbiː.t̬ən;ˈbētn;espancada(feminino)
beater;ˈbiː.t̬ɚ;ˈbēdər;batedor
beatific;ˌbiː.əˈtɪf.ɪk;ˌbēəˈtifik;Beatific
beatification;biˌæt̬.ə.fəˈkeɪ.ʃən;bēˌadəfəˈkāSH(ə)n;beatificação
beatified;biˈæt.ɪ.faɪ;nan;beatificada(feminino)
beatify;biˈæt̬.ə.faɪ;bēˈadəˌfī;beatificar
beating;ˈbiː.t̬ɪŋ;ˈbēdiNG;espancamento
beatitude;biˈæt̬.ə.tuːd;bēˈadəˌt(y)o͞od;beatitude
beatnik;ˈbiːt.nɪk;ˈbētnik;Beatnik
beats;biːt;nan;nan
beau;boʊ;bō;beau
beauteous;ˈbjuː.t̬i.əs;ˈbyo͞odēəs;bela
beautician;bjuːˈtɪʃ.ən;byo͞oˈtiSHən;esteticista
beautified;ˈbjuː.tɪ.faɪ;nan;embelezada(feminino)
beautiful;ˈbjuː.t̬ə.fəl;ˈbyo͞odəfəl;linda(feminino)
beautifully;ˈbjuː.t̬ə.fəl.i;ˈbyo͞odiflē;belas
beautify;ˈbjuː.t̬ə.faɪ;ˈbyo͞odəˌfī;embelezar
beauty;ˈbjuː.t̬i;ˈbyo͞odē;beleza
beaux;boʊz;nan;beaux
beaver;ˈbiː.vɚ;ˈbēvər;Castor
bebop;ˈbiː.bɑːp;ˈbēˌbäp;bebop
becalm;nan;bəˈkälm;fique calmo
becalmed;bɪˈkɑːmd;nan;Becalmed
became;bɪˈkeɪm;nan;passou a ser
because;bɪˈkɑːz;bēˈkəz;Porque
beck;bek;bek;Beck
beckon;ˈbek.ən;ˈbekən;Beckon
beckoned;ˈbek.ən;nan;nan
beckoning;ˈbek.ən;nan;nan
become;bɪˈkʌm;bəˈkəm;vir a ser
becomes;bɪˈkʌm;nan;nan
becoming;bɪˈkʌm.ɪŋ;bəˈkəmiNG;tornando-se
bed; /bed/;bed;cama
bed;bed;bed;cama
bedazzle;bɪˈdæz.əl;bəˈdazəl;deslumbrante
bedbug;ˈbed.bʌɡ;ˈbedˌbəɡ;percevejo
bedchamber;ˈbed.tʃeɪm.bɚ;ˈbedˌCHāmbər;Bedchamber
bedclothes;ˈbed.kloʊðz;ˈbedˌklō(T͟H)z;roupas de cama
bedcover; /ˈbedkʌvər/;ˈbedˌkəvər;cobertura
bedder;ˈbed.ɚ;ˈbedər;cama
bedding;ˈbed.ɪŋ;ˈbediNG;Bedding
bedecked;bɪˈdek;nan;enfeitado
bedevil;bɪˈdev.əl;bəˈdevəl;bedavil
bedevil; /bɪˈdevl/;bəˈdevəl;bedavil
bedfellow;ˈbedˌfel.oʊ;ˈbedˌfelō;companheiro de cama
bedlam;ˈbed.ləm;ˈbedləm;Bedlam
bedpan;ˈbed.pæn;ˈbedˌpan;comadre
bedpost;ˈbed.poʊst;ˈbedˌpōst;Bed post
bedraggled;bɪˈdræɡ.əld;bəˈdraɡəld;acamada(feminino)
bedridden;ˈbed.rɪd.ən;ˈbedˌridn;acamado
bedrock;ˈbed.rɑːk;ˈbedˌräk;base rochosa
bedroom;ˈbed.ruːm;ˈbedˌro͞om;quarto
bedrooms;ˈbed.ruːm;nan;nan
beds;bed;nan;nan
bedside;ˈbed.saɪd;ˈbedˌsīd;de cabeceira
bedsit;ˈbed.sɪt;nan;Bedsit
bedsore;ˈbed.sɔːr;ˈbedsôr;Bedsore
bedspread;ˈbed.spred;ˈbedˌspred;colcha
bedstead;ˈbed.sted;ˈbedˌsted;Bedstead
bedtime;ˈbed.taɪm;ˈbedˌtīm;hora de dormir
bee;biː;bē;abelha
beech;biːtʃ;bēCH;faia
beechnut;nan;ˈbēCHˌnət;Beechnut
beef;biːf;bēf;carne
beefburger;ˈbiːfˌbɝː.ɡɚ;nan;hambúrguer de carne bovina
beefcake;ˈbiːf.keɪk;ˈbēfˌkāk;BEELCAKE
beefeater;ˈbiːˌfiː.t̬ɚ;ˈbēfˌēdər;Beefeater
beefy;ˈbiː.fi;ˈbēfē;Carejo
beehive;ˈbiː.haɪv;ˈbēˌhīv;colméia
beeline;ˈbiː.laɪn;ˈbēlīn;entre linha direta
been;biːn;bin;estive
beep;biːp;bēp;bip
beeper;ˈbiː.pɚ;nan;Bipe
beeping;biːp;nan;nan
beer;bɪr;bir;Cerveja
beery;ˈbɪr.i;ˈbirē;Beery
beeswax;ˈbiːz.wæks;ˈbēzˌwaks;cera de abelha
beet;biːt;bēt;beterraba
beetle;ˈbiː.t̬əl;ˈbēdl;besouro
beetroot;ˈbiːt.ruːt;nan;beterraba
befall;bɪˈfɑːl;bəˈfôl;cota
befall; /bɪˈfɔːl/;bəˈfôl;cota
befit; /bɪˈfɪt/;bəˈfit;profit
befit;bɪˈfɪt;bəˈfit;profit
befitting;bɪˈfɪt̬.ɪŋ;bəˈfidiNG;adequada(feminino)
befog; /bɪˈfɑːɡ/;bəˈfäɡ;befog
before;bɪˈfɔːr;bəˈfôr;antes da
beforehand;bɪˈfɔːr.hænd;bəˈfôrˌhand;antecipadamente
befoul;nan;bəˈfoul;sujar
befriend;bɪˈfrend;bəˈfrend;fazer amizade
befriended;bɪˈfrend;nan;nan
befriending;bɪˈfrend;nan;nan
befuddle;bɪˈfʌd.əl;bəˈfədl;confundir
befuddled;bɪˈfʌd.əld;bəˈfədld;atordoada(feminino)
beg; /beɡ/;beɡ;implorar
beg;beɡ;beɡ;implorar
began;bɪˈɡæn;nan;começou
beget;bɪˈɡet;bəˈɡet;gerar
beggar;ˈbeɡ.ɚ;ˈbeɡər;mendigo
beggared;ˈbeɡ.ər;ˈbeɡər;Pegaria
beggarly;ˈbeɡ.ɚ.li;ˈbeɡərlē;mendigo
beggary;nan;ˈbeɡərē;mendigo
begin;bɪˈɡɪn;biˈɡin;começar
beginner;bɪˈɡɪn.ɚ;bəˈɡinər;principiante
beginners;bɪˈɡɪn.ɚ;nan;nan
beginning;bɪˈɡɪn.ɪŋ;bəˈɡiniNG;começo
begins;bɪˈɡɪn;nan;nan
begone;biˈɡɑːn;biˈɡôn;begone
begrudge;bɪˈɡrʌdʒ;bəˈɡrəj;invejar
begrudged;bɪˈɡrʌdʒ;nan;nan
begrudgingly;bɪˈɡrʌdʒ.ɪŋ.li;bəˈɡrəjiNGlē;relutantemente
beguile;bɪˈɡaɪl;bəˈɡīl;begile
beguiled;bɪˈɡaɪl;nan;nan
beguiling;bɪˈɡaɪ.lɪŋ;bəˈɡīliNG;sedimentando
begun;bɪˈɡʌn;nan;iniciada(feminino)
behalf;bɪˈhæf;nan;lado
behave;bɪˈheɪv;bəˈhāv;comporte-se
behaving;bɪˈheɪv;nan;nan
behavior;bɪˈheɪ.vjɚ;bəˈhāvyər;comportamento
behavioral;bɪˈheɪ.vjɚ.əl;bəˈhāvyərəl;comportamental
behaviour;bɪˈheɪ.vjər;bəˈhāvyər;comportamento
behavioural;bɪˈheɪ.vjə.rəl;bəˈhāvyərəl;comportamental
behaviourally; /bɪˈheɪvjərəli/;nan;nan
behaviourism;bɪˈheɪ.vjə.rɪ.zəm;nan;comportamento
behaviourist;bɪˈheɪ.vjə.rɪst;nan;comportamentalista
behead;bɪˈhed;bəˈhed;decapitar
beheaded;bɪˈhed;nan;nan
beheading;bɪˈhed;nan;nan
beheld;bɪˈheld;nan;convidada(feminino)
behemoth;bɪˈhiː.mɑːθ;bəˈhēməTH;gigante
behest;bɪˈhest;bəˈhest;pedido
behind;bɪˈhaɪnd;bəˈhīnd;atras do
behindhand;bɪˈhaɪnd.hænd;bəˈhīn(d)ˌhand;atrás da mão
behold;bɪˈhoʊld;bəˈhōld;ver
beholden;bɪˈhoʊl.dən;bəˈhōld(ə)n;Beholden
beholder;bɪˈhoʊl.dɚ;biˈhōldər;espectadora(feminino)
beige;beɪʒ;bāZH;bege
beijing;ˌbeɪˈdʒɪŋ;nan;nan
being;ˈbiː.ɪŋ;ˈbēiNG;ser
beings;ˈbiː.ɪŋ;nan;nan
bejewel;nan;bəˈjo͞oəl;enfeitar
bejewelled;bɪˈdʒuː.əld;nan;bejeweled
bel; /bel/;bel;Bel
belabour;bɪˈleɪ.bər;nan;belabour
belarus;ˌbel.əˈruːs;nan;nan
belated;bɪˈleɪ.t̬ɪd;nan;tardia(feminino)
belatedly;bɪˈleɪ.t̬ɪd.li;bəˈlādidlē;tardiamente
belay;bɪˈleɪ;bəˈlā;Belay
belch;beltʃ;belCH;arroto
belched;beltʃ;nan;nan
belching;beltʃ;nan;nan
beleaguered;bɪˈliː.ɡɚd;bəˈlēɡərd;sitiada(feminino)
belfast; /ˈbelfæst/;nan;nan
belfry;ˈbel.fri;ˈbelfrē;campanário
belgium;ˈbel.dʒəm;nan;nan
belie;bɪˈlaɪ;bəˈlī;RELECE
belief;bɪˈliːf;bəˈlēf;crença
beliefs;bɪˈliːf;nan;nan
believability;nan;bəˌlēvəˈbilədē;credibilidade
believable;bɪˈliː.və.bəl;bəˈlēvəb(ə)l;crível
believe;bɪˈliːv;bəˈlēv;acreditam
believed;bɪˈliːv;nan;nan
believer;bɪˈliː.vɚ;bəˈlēvər;crente
believes;bɪˈliːv;nan;nan
believing;bɪˈliːv;nan;nan
belike;nan;bəˈlīk;ser como
belittle;bɪˈlɪt̬.əl;bəˈlidl;menosprezar
belittled;bɪˈlɪt.əl;nan;menosprezada(feminino)
belittling;bɪˈlɪt.əl;nan;nan
belize;bəˈliːz;nan;nan
bell; /bel/;bel;Sino
bell;bel;bel;Sino
belladonna;ˌbel.əˈdɑː.nə;ˌbeləˈdänə;beladona
belle;bel;bel;Belle
bellicose;ˈbel.ə.koʊs;ˈbeləˌkōs;belicosa(feminino)
bellicosity;ˌbel.ɪ.ˈkɑː.sə.t̬i;nan;belicosidade
belligerence;bəˈlɪdʒ.ɚ.əns;bəˈlij(ə)rəns;beligerância
belligerent;bəˈlɪdʒ.ɚ.ənt;bəˈlijərənt;beligerante
belligerently;bəˈlɪdʒ.ɚ.ənt.li;nan;beligeentemente
belligerents;nan;bəˈlijərənt;beligerantes
bellow;ˈbel.oʊ;ˈbelō;Berro
bellowed;ˈbel.əʊ;nan;berrada(feminino)
bellowing;ˈbel.əʊ;nan;nan
bellows;ˈbel.oʊz;ˈbelōz;fole
belly;ˈbel.i;ˈbelē;barriga
bellyful;ˈbel.i.fʊl;ˈbelēˌfo͝ol;barriga
belong;bɪˈlɑːŋ;bəˈlôNG;pertencer
belonged;bɪˈlɒŋ;nan;pertencia
belonging;bɪˈlɒŋ;nan;nan
belongings;bɪˈlɑːŋ.ɪŋz;bəˈlôNGiNGz;pertences
belongs;bɪˈlɑːŋ;nan;nan
beloved;bɪˈlʌv.ɪd;nan;amada(feminino)
below;bɪˈloʊ;bəˈlō;abaixo de
belt; /belt/;belt;cinto
belt;belt;belt;cinto
belted;belt;nan;nan
belting;belt;nan;nan
belts;belt;nan;nan
belying;bɪˈlaɪ.ɪŋ;bəˈlīiNG;Belying
bemoan;bɪˈmoʊn;bəˈmōn;Bemoan
bemoaned;bɪˈməʊn;nan;lamentada(feminino)
bemoaning;bɪˈməʊn;nan;nan
bemuse;bɪˈmjuːz;bəˈmyo͞oz;bem
bemused;bɪˈmjuːzd;bəˈmyo͞ozd;confusa(feminino)
bemusedly; /bɪˈmjuːzɪdli/;nan;nan
bemusement;bɪˈmjuːz.mənt;bəˈmyo͞ozmənt;confusa(feminino)
ben;ben;nan;nan
bench;bentʃ;ben(t)SH;banco de sentar
benchmark;ˈbentʃ.mɑːrk;ˈben(t)SHmärk;referência
benchmarking;ˈbentʃˌmɑːr.kɪŋ;nan;avaliação comparativa
bend;bend;bend;dobrar
bend; /bend/;bend;dobrar
bendable;ˈben.də.bəl;nan;flexível
bender;ˈben.dɚ;ˈbendər;Bender
beneath;bɪˈniːθ;bəˈnēTH;abaixo
benediction;ˌben.əˈdɪk.ʃən;ˌbenəˈdikSH(ə)n;bênção
benefaction; /ˌbenɪˈfækʃn/;ˌbenəˈfakSHən;benefício
benefactor;ˈben.ə.fæk.tɚ;ˈbenəˌfaktər;benfeitor
benefice; /ˈbenɪfɪs/;ˈbenəfəs;benefício eclesiástico
beneficence;bəˈnef.ɪ.səns;nan;beneficência
beneficent;bəˈnef.ɪ.sənt;bəˈnefəsənt;beneficente
beneficial;ˌben.əˈfɪʃ.əl;ˌbenəˈfiSH(ə)l;benéfica(feminino)
beneficially; /ˌbenɪˈfɪʃəli/;ˌbenəˈfiSHəlē;benéfica(feminino)
beneficiary;ˌben.əˈfɪʃ.i.er.i;ˌbenəˈfiSHēˌerē;beneficiária(feminino)
benefit;ˈben.ə.fɪt;ˈbenəfit;beneficiar
benefits;ˈben.ə.fɪt;nan;nan
benevolence;bəˈnev.əl.əns;bəˈnevələns;benevolência
benevolent;bəˈnev.əl.ənt;bəˈnevələnt;benevolente
benevolently;bəˈnev.əl.ənt.li;nan;benevolentemente
benighted;bɪˈnaɪ.t̬ɪd;bəˈnīdəd;Benfled
benign;bɪˈnaɪn;bəˈnīn;benigna(feminino)
benignity;nan;bəˈniɡnədē;benignidade
benignly;bɪˈnaɪn.li;nan;benigna(feminino)
benjamin; /ˈbendʒəmɪn/;nan;nan
bennett;ˌɡɔːr.dən ˈben.ɪt;nan;nan
bent;bent;bent;dobrada(feminino)
benzene;ˈben.ziːn;ˈbenˌzēn;benzeno
bequeath;bɪˈkwiːð;bəˈkwēT͟H;legar
bequeathed;bɪˈkwiːð;nan;nan
bequeathing;bɪˈkwiːð;nan;nan
bequest;bɪˈkwest;bəˈkwest;legada(feminino)
berate;bɪˈreɪt;bəˈrāt;repreender
berated;bɪˈreɪt;nan;nan
berating;bɪˈreɪt;nan;nan
bereave;bɪˈriːv;bəˈrēv;BEAVER
bereaved;bɪˈriːvd;bəˈrēvd;enlutada(feminino)
bereavement;bɪˈriːv.mənt;bəˈrēvmənt;Luto
bereft;bɪˈreft;bəˈreft;desprovida(feminino)
beret;bəˈreɪ;bəˈrā;boina
berk;bɝːk;nan;Berk
berlin;bɝːˈlɪn;nan;nan
bermuda;bɚˈmjuː.də;nan;nan
bernard;ˌseɪnt.bɚˈnɑːrd;nan;nan
berry;ˈber.i;ˈberē;baga
berserk;bɚˈzɝːk;bərˈzərk;Berserk
berth;bɝːθ;bərTH;atracar
berthed;bɜːθ;bərTH;berdado
beryl; /ˈberəl/;ˈberəl;berilo
beryllium;bəˈrɪl.i.əm;bəˈrilēəm;berílio
beseech;bɪˈsiːtʃ;bəˈsēCH;BESECH
beseechingly; /bɪˈsiːtʃɪŋli/;nan;nan
beset;bɪˈset;bəˈset;cercada(feminino)
beside;bɪˈsaɪd;bəˈsīd;ao lado
besides;bɪˈsaɪdz;bəˈsīdz;além do mais
besiege;bɪˈsiːdʒ;bəˈsēj;sitie
besieged;bɪˈsiːdʒ;nan;nan
besieging;bɪˈsiːdʒ;nan;nan
besmirch;bɪˈsmɝːtʃ;bəˈsmərCH;Besmirch
besotted;bɪˈsɑː.t̬ɪd;bəˈsädəd;apaixonada(feminino)
bespattered;bɪˈspæt̬.ɚd;nan;inserido
bespeak;bɪˈspiːk;bəˈspēk;BESPEAK
bespectacled;bɪˈspek.tə.kəld;bəˈspektəkəld;Bespectacled
bespoke;bɪˈspoʊk;nan;sob medida
best;best;best;melhor
bestial;ˈbes.ti.əl;ˈbesCHəl;bestial
bestiality;ˌbes.tiˈæl.ə.t̬i;ˌbesCHēˈalədē;bestialidade
bestiary;ˈbes.ti.er.i;ˈbesCHēˌerē;bestiário
bestir;bɪˈstɝː;bəˈstər;bestir
bestow;bɪˈstoʊ;bəˈstō;conceder
bestowal;bɪˈstoʊ.əl;nan;doação
bestowed;bɪˈstəʊ;nan;concedida(feminino)
bestowing;bɪˈstəʊ;nan;nan
bestride;bɪˈstraɪd;bəˈstrīd;bestride
bestseller;ˌbestˈsel.ɚ;ˌbestˈselər;mais vendidos
bestsellers;ˌbestˈsel.ɚ;nan;nan
bet;bet;bet;aposta
bet; /bet/;bet;aposta
beta;ˈbeɪ.t̬ə;ˈbādə;beta
betel;ˈbiː.t̬əl;ˈbēdl;betel
beth;nan;bāt;Beth
betide;bɪˈtaɪd;bəˈtīd;BETIDE
betimes;nan;bəˈtīmz;vezes
betoken;bɪˈtoʊ.kən;bəˈtōkən;Betken
betokened;bɪˈtəʊ.kən;bəˈtōkən;betada(feminino)
betray;bɪˈtreɪ;bəˈtrā;trair
betrayal;bɪˈtreɪ.əl;bəˈtrāəl;traição
betrayed;bɪˈtreɪ;nan;nan
betrayer;bɪˈtreɪ.ɚ;nan;traidora(feminino)
betraying;bɪˈtreɪ;nan;nan
betroth;bɪˈtroʊð;bəˈtrōT͟H;Betroth
betrothal;bɪˈtroʊ.ðəl;bəˈtrōT͟Həl;noivada(feminino)
betrothed;bɪˈtroʊðd;bəˈtrōT͟Hd;firmada(feminino)
better;ˈbet̬.ɚ;ˈbedər;Melhor
bettered;ˈbet.ər;nan;melhorada(feminino)
bettering;ˈbet.ər;nan;nan
betterment;ˈbet̬.ɚ.mənt;ˈbedərmənt;melhoramento
betters;ˈbet̬.ɚz;nan;melhor
betting;ˈbet̬.ɪŋ;ˈbediNG;apostas
between;bɪˈtwiːn;bəˈtwēn;entre
betwixt;bɪˈtwɪkst;bəˈtwikst;entre
bevel;ˈbev.əl;ˈbevəl;chanfro
bevelled;ˈbev.əld;nan;chanfrado
beverage;ˈbev.ɚ.ɪdʒ;ˈbev(ə)rij;bebida
beverages;ˈbev.ɚ.ɪdʒ;nan;nan
bevvy;ˈbev.i;nan;bevvy
bevy;ˈbev.i;ˈbevē;bando
bewail;bɪˈweɪl;bəˈwāl;lamentar
bewailed;bɪˈweɪl;nan;nan
bewailing;bɪˈweɪl;nan;nan
beware;bɪˈwer;bəˈwer;cuidado
bewhiskered;bɪˈwɪs.kɚd;bəˈ(h)wisˌkərd;BEWHISKED
bewilder;bɪˈwɪl.dɚ;bəˈwildər;confusa(feminino)
bewildered;bɪˈwɪl.dɚd;bəˈwildərd;confusa(feminino)
bewildering;bɪˈwɪl.dər.ɪŋ;bəˈwildəriNG;desconcertante
bewilderingly; /bɪˈwɪldərɪŋli/;nan;nan
bewilderment;bɪˈwɪl.dɚ.mənt;biˈwildərmənt;perplexidade
bewitch;bɪˈwɪtʃ;bəˈwiCH;enfeitiçar
bewitched;bɪˈwɪtʃt;nan;enfeitiçada(feminino)
bewitching;bɪˈwɪtʃ.ɪŋ;bəˈwiCHiNG;fascinante
beyond;biˈjɑːnd;bēˈänd;além
bhutan;buːˈtɑːn;nan;nan
bi;baɪ;bī;bi
biannual;baɪˈæn.ju.əl;ˌbīˈany(o͞o)əl;semestral
bias;ˈbaɪ.əs;ˈbīəs;tendência
bias; /ˈbaɪəs/;ˈbīəs;tendência
biased;ˈbaɪ.əst;ˈbīəst;enviesado
bib;bɪb;bib;babador
bible;ˈbaɪ.bəl;nan;Bíblia
biblical;ˈbɪb.lɪ.kəl;ˈbiblik(ə)l;bíblica(feminino)
biblically;nan;ˈbiblik(ə)lē;biblicamente
biblicists;nan;ˈbibləsəst;Biblicistas
bibliographic;nan;ˌbiblēəˈɡrafik;Bibliográfico
bibliographical;ˌbɪb.li.əˈɡræf.ɪ.kəl;nan;Bibliográfico
bibliography;ˌbɪb.liˈɑː.ɡrə.fi;ˌbiblēˈäɡrəfē;bibliografia
bibliophile;ˈbɪb.li.ə.faɪl;ˈbiblēəˌfīl;bibliófilo
bicameral;ˌbaɪˈkæm.ɚ.əl;ˌbīˈkamərəl;bicameral
bicarb;ˈbaɪ.kɑːrb;ˌbīˈkärb;bicarbonato
bicentenary;ˌbaɪ.senˈtiː.nər.i;ˌbīsenˈtenərē;bicentenária(feminino)
bicentennial;ˌbaɪ.senˈten.i.əl;ˌbīsənˈtenēəl;bicentenária(feminino)
biceps;ˈbaɪ.seps;ˈbīˌseps;bíceps
bicker;ˈbɪk.ɚ;ˈbikər;brigando
bicker; /ˈbɪkər/;ˈbikər;brigando
bickering;ˈbɪk.ɚ.ɪŋ;nan;brigando
bicycle;ˈbaɪ.sə.kəl;ˈbīsək(ə)l;bicicleta
bicycle; /ˈbaɪsɪkl/;ˈbīsək(ə)l;bicicleta
bicycling;ˈbaɪ.sɪ.klɪŋ;nan;ciclismo
bid;nan;bid;licitação
bid;bɪd;bid;licitação
bidder;ˈbɪd.ɚ;ˈbidər;licitante
bidding;ˈbɪd.ɪŋ;ˈbidiNG;licitação
bide;baɪd;bīd;esperar
bidet;bɪˈdeɪ;bəˈdā;bidê
bidirectional; /ˌbaɪdəˈrekʃənl/,  /ˌbaɪdaɪˈrekʃənl/;ˌbīdəˈrekSH(ə)n(ə)l;bidirecional
bids;bɪd;nan;nan
biennial;baɪˈen.i.əl;bīˈenēəl;bienal
bier;bɪr;ˈbir;bier
bifocal;ˌbaɪˈfoʊ.kəl;ˈbīˌfōk(ə)l;bifocal
bifocals;ˌbaɪˈfoʊ.kəlz;nan;bifocais
bifurcate; /ˈbaɪfərkeɪt/;nan;nan
bifurcation; /ˌbaɪfərˈkeɪʃn/;ˌbīfərˈkāSHən;bifurcação
big;bɪɡ;biɡ;grande
big; /bɪɡ/;biɡ;grande
bigamist; /ˈbɪɡəmɪst/;nan;nan
bigamous; /ˈbɪɡəməs/;nan;nan
bigamy;ˈbɪɡ.ə.mi;ˈbiɡəmē;bigamia
bigness; /ˈbɪɡnəs/;nan;nan
bigot;ˈbɪɡ.ət;ˈbiɡət;intolerante
bigoted;ˈbɪɡ.ə.t̬ɪd;ˈbiɡədəd;fanática(feminino)
bigotry;ˈbɪɡ.ə.tri;ˈbiɡətrē;intolerância
bijou;ˈbiː.ʒuː;ˈbēZHo͞o;Bijou
bike;baɪk;bīk;bicicleta
biker;ˈbaɪ.kɚ;ˈbīkər;motociclista
bikes;ˈbaɪ.sə.kəl;nan;nan
biking;baɪk;nan;nan
bikini;bəˈkiː.ni;biˈkēnē;bikini
bilabial;ˌbaɪˈleɪ.bi.əl;ˌbīˈlābēəl;bilabial
bilateral;ˌbaɪˈlæt̬.ɚ.əl;ˌbīˈladərəl;bilateral
bilaterally;ˌbaɪˈlæt̬.ɚ.əl.i;ˌbīˈladərəlē;bilateralmente
bile;baɪl;bīl;bile
biles;nan;bīl;biles
bilge;bɪldʒ;bilj;porão
bilharzia;bɪlˈhɑːr.zi.ə;ˌbilˈhärzēə;BILHARZIA
biliary; /ˈbɪlieri/;ˈbilēˌerē;biliar
bilingual;baɪˈlɪŋ.ɡwəl;ˌbīˈliNGɡwəl;bilíngue
bilingualism;baɪˈlɪŋ.ɡwəl.ɪ.zəm;ˌbīˈliNGɡwəlizəm;bilinguismo
bilious;ˈbɪl.i.əs;ˈbilyəs;biliosa(feminino)
bill;bɪl;bil;conta
billable;ˈbɪləbl;ˈbiləb(ə)l;faturável
billboard;ˈbɪl.bɔːrd;ˈbilbôrd;Painel publicitário
billed;bɪl;nan;nan
billet; /ˈbɪlɪt/;ˈbilit;Billet
billet;ˈbɪl.ət;ˈbilit;Billet
billiard;ˈbɪl.jɚd;nan;de bilhar
billiards;ˈbɪl.jɚdz;ˈbilyərdz;bilhar
billing;ˈbɪl.ɪŋ;ˈbiliNG;cobrança
billion;ˈbɪl.jən;ˈbilyən;bilhão
billionaire;ˌbɪl.jəˈner;ˌbilyəˈner;bilionário
billionth;ˈbɪl.jənθ;ˈbilyənTH;Bilionésimo
