data_base,uf,tcb,sr,cliente,ocupacao,cnae_secao,cnae_subclasse,porte,modalidade,origem,indexador,numero_de_operacoes,a_vencer_ate_90_dias,a_vencer_de_91_ate_360_dias,a_vencer_de_361_ate_1080_dias,a_vencer_de_1081_ate_1800_dias,a_vencer_de_1801_ate_5400_dias,a_vencer_acima_de_5400_dias,vencido_acima_de_15_dias,carteira_ativa,carteira_inadimplida_arrastada,ativo_problematico
2023-01-31,SC,Bancário,S3,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Aluguel de máquinas e equipamentos agrícolas sem operador,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,1079.36,40071.83,0.0,0.0,0.0,0.0,0.0,41151.19,0.0,0.0
2023-01-31,TO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de móveis e artigos de colchoaria,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,1096.44,0.0,0.0,0.0,0.0,0.0,0.0,1096.44,0.0,0.0
2023-01-31,MS,Cooperativas,S4,PF,PF - Servidor ou empregado público,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Empréstimo com consignação em folha,Sem destinação específica,Prefixado,1869,3482365.51,9393279.23,21966592.87,17577017.35,14802327.05,0.0,82321.22,67303903.23,1145819.43,1534621.88
2023-01-31,MG,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de brinquedos e artigos recreativos,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,46,11279.08,930.52,4.95,0.0,0.0,0.0,0.0,12214.55,0.0,8.5
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista especializado de equipamentos de telefonia e comunicação,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,246,806338.09,484053.31,191075.21,70322.65,0.0,0.0,122480.78,1674270.04,72850.0,503473.23
2023-01-31,SP,Cooperativas,S4,PF,PF - Empregado de entidades sem fins lucrativos,-,-,PF - Acima de 20 salários mínimos            ,PF - Outros créditos,Sem destinação específica,Prefixado,<= 15,9854.38,13795.09,33693.08,0.0,0.0,0.0,0.0,57342.55,0.0,0.0
2023-01-31,SP,Cooperativas,S4,PJ,-,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PJ - Cultivo de café,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,6135.96,18407.88,47042.36,4090.61,0.0,0.0,0.0,75676.81,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio a varejo de motocicletas e motonetas usadas,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,10349.41,8772.58,0.0,0.0,0.0,0.0,0.0,19121.99,0.0,0.0
2023-01-31,MG,Bancário,S2,PF,PF - Servidor ou empregado público,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Empréstimo com consignação em folha,Sem destinação específica,Pós-fixado,<= 15,11532.86,24238.68,62042.7,57528.57,36721.85,0.0,49643.92,241708.58,218642.91,241708.58
2023-01-31,DF,Não bancário,S5,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços advocatícios,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,4371.28,11251.72,0.0,0.0,0.0,0.0,0.0,15623.0,0.0,0.0
2023-01-31,SP,Não bancário,S5,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,3661.71,0.0,0.0,0.0,0.0,0.0,0.0,3661.71,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PF,PF - Outros,-,-,PF - Sem rendimento                          ,PF - Outros créditos,Sem destinação específica,Flutuantes,75,167414.09,686951.27,595266.04,375908.77,383387.92,0.0,0.0,2208928.09,0.0,141200.48
2023-01-31,PB,Cooperativas,S5,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados","PJ - Corretores e agentes de seguros, de planos de previdência complementar e de saúde",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,63167.02,208380.87,371525.18,56757.0,0.0,0.0,0.0,699830.07,0.0,0.0
2023-01-31,MS,Bancário,S4,PJ,-,PJ - Indústrias extrativas,PJ - Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,150974.77,376836.74,721608.59,19364.67,0.0,0.0,0.0,1268784.77,0.0,0.0
2023-01-31,RN,Cooperativas,S5,PJ,-,PJ - Atividades administrativas e serviços complementares,"PJ - Serviços combinados para apoio a edifícios, exceto condomínios prediais",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,540.3,1158.85,0.0,0.0,0.0,0.0,0.0,1699.15,0.0,0.0
2023-01-31,GO,Não bancário,S5,PF,PF - MEI,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Cartão de crédito,Sem destinação específica,Prefixado,19,23428.97,6376.79,0.0,0.0,0.0,0.0,0.0,29805.76,0.0,0.0
2023-01-31,PR,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de artigos de metal para uso doméstico e pessoal,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Pós-fixado,<= 15,863.76,0.0,0.0,0.0,0.0,0.0,0.0,863.76,0.0,0.0
2023-01-31,DF,Não bancário,S4,PF,PF - Outros,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,1318,681343.64,584412.83,73939.15,3143.5,949.03,0.0,802354.67,2146142.82,616024.0,958579.72
2023-01-31,TO,Bancário,S1,PJ,-,PJ - Informação e comunicação,PJ - Serviços de comunicação multimídia - SCM,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Pós-fixado,<= 15,31528.69,85387.9,144382.15,48225.11,0.0,0.0,0.0,309523.85,0.0,0.0
2023-01-31,PR,Bancário,S2,PJ,-,PJ - Construção,PJ - Outras obras de acabamento da construção,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,25571.02,52946.0,71623.63,19609.9,0.0,0.0,5460.25,175210.8,0.0,0.0
2023-01-31,AP,Cooperativas,S4,PF,PF - MEI,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Veículos,Sem destinação específica,Prefixado,<= 15,4155.64,8628.58,0.0,0.0,0.0,0.0,0.0,12784.22,0.0,0.0
2023-01-31,RN,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Serviços de usinagem, tornearia e solda",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,14333.14,63841.56,257486.83,90007.05,0.0,0.0,5783.12,431451.7,1814.97,1814.97
2023-01-31,GO,Bancário,S3,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Atividades paisagísticas,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,10973.41,0.0,0.0,0.0,0.0,0.0,0.0,10973.41,0.0,0.0
2023-01-31,TO,Não bancário,S4,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,955.16,2475.37,1782.9,0.0,0.0,0.0,1014.2,6227.63,0.0,0.0
2023-01-31,RJ,Bancário,S1,PJ,-,PJ - Atividades imobiliárias,PJ - Gestão e administração da propriedade imobiliária,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,9.21,25.99,58.8,39.33,0.0,0.0,12.73,146.06,127.34,146.06
2023-01-31,SP,Bancário,S1,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados",-,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,661762.46,0.0,0.0,0.0,0.0,0.0,0.0,661762.46,0.0,0.0
2023-01-31,SC,Não bancário,S4,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Fotocópias,PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,3533.2,10232.35,6821.57,0.0,0.0,0.0,0.0,20587.12,0.0,0.0
2023-01-31,SP,Bancário,S3,PJ,-,PJ - Educação,PJ - Educação infantil - pré-escola,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,2989.51,8364.31,13186.57,1272.4,0.0,0.0,1328.84,27141.63,1329.09,2262.4
2023-01-31,RS,Bancário,S2,PJ,-,PJ - Informação e comunicação,PJ - Provedores de acesso às redes de comunicações,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,795.95,795.57,0.0,0.0,0.0,0.0,0.0,1591.52,0.0,0.0
2023-01-31,PE,Bancário,S1,PF,PF - Aposentado/pensionista,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Veículos,Sem destinação específica,Prefixado,1045,4482054.82,11429784.81,16595734.56,3268996.76,17334.61,0.0,242874.02,36036779.58,730444.11,1125507.27
2023-01-31,BA,Cooperativas,S5,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados",PJ - Holdings de instituições não-financeiras,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,4939.79,14496.68,40763.7,0.0,0.0,0.0,0.0,60200.17,0.0,0.0
2023-01-31,ES,Cooperativas,S5,PJ,-,PJ - Informação e comunicação,PJ - Desenvolvimento e licenciamento de programas de computador não-customizáveis,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,1489.9,1522.94,0.0,0.0,0.0,0.0,0.0,3012.84,0.0,3012.84
2023-01-31,BA,Bancário,S4,PF,PF - Outros,-,-,PF - Até 1 salário mínimo                    ,PF - Outros créditos,Sem destinação específica,Prefixado,1220,458972.01,439133.79,47400.29,0.0,0.0,0.0,344869.62,1290375.71,254825.54,386005.22
2023-01-31,TO,Bancário,S1,PJ,-,PJ - Construção,PJ - Montagem de estruturas metálicas,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,322.63,0.0,0.0,0.0,0.0,0.0,0.0,322.63,0.0,0.0
2023-01-31,SC,Não bancário,S3,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Serviços de vacinação e imunização humana,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,30.07,0.0,0.0,0.0,0.0,0.0,98.92,128.99,0.0,0.0
2023-01-31,BA,Cooperativas,S5,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Atividades paisagísticas,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,45242.47,72871.86,102931.67,84183.61,0.0,0.0,0.0,305229.61,0.0,278800.74
2023-01-31,RJ,Bancário,S4,PF,PF - Empregado de entidades sem fins lucrativos,-,-,PF - Até 1 salário mínimo                    ,PF - Empréstimo com consignação em folha,Sem destinação específica,Prefixado,142,40555.58,106842.87,183913.09,107855.93,56251.28,0.0,5332.47,500751.22,17606.85,20179.55
2023-01-31,RS,Cooperativas,S4,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços de engenharia,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,21,998254.48,1917328.04,4413265.02,1186729.0,911231.24,0.0,0.0,9426807.78,0.0,0.0
2023-01-31,MT,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio sob consignação de motocicletas e motonetas,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,196713.33,0.0,0.0,0.0,0.0,0.0,0.0,196713.33,0.0,0.0
2023-01-31,PE,Não bancário,S5,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Seleção e agenciamento de mão-de-obra,PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,1362.72,4769.39,0.0,0.0,0.0,0.0,0.0,6132.11,0.0,0.0
2023-01-31,RN,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista especializado de materiais de construção não especificados anteriormente,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,28509.28,0.0,0.0,0.0,0.0,0.0,0.0,28509.28,0.0,0.0
2023-01-31,SC,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Serviços de manutenção e reparação elétrica de veículos automotores,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,351,539260.28,37997.58,0.0,0.0,0.0,0.0,5590.72,582848.58,5590.72,8497.83
2023-01-31,SC,Cooperativas,S5,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços de desenho técnico relacionados à arquitetura e engenharia,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,6964.57,5722.37,0.0,0.0,0.0,0.0,0.0,12686.94,0.0,5478.55
2023-01-31,DF,Cooperativas,S5,PJ,-,PJ - Outras atividades de serviços,PJ - Lavanderias,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,15712.46,40518.58,44886.42,0.0,0.0,0.0,0.0,101117.46,0.0,0.0
2023-01-31,RO,Cooperativas,S5,PJ,-,PJ - Construção,"PJ - Instalações hidráulicas, sanitárias e de gás",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,1720.16,3068.64,0.0,0.0,0.0,0.0,0.0,4788.8,0.0,0.0
2023-01-31,MA,Bancário,S1,PF,PF - Servidor ou empregado público,-,-,PF - Acima de 20 salários mínimos            ,PF - Outros créditos,Sem destinação específica,Outros indexadores,<= 15,223.69,0.0,0.0,0.0,0.0,0.0,786.0,1009.69,786.0,1009.69
2023-01-31,MA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,482,555775.9,279257.62,159901.64,78343.87,16296.17,0.0,140933.29,1230508.49,93169.04,341762.34
2023-01-31,PE,Bancário,S3,PJ,-,PJ - Construção,PJ - Outras obras de acabamento da construção,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,329.1,953.73,2437.31,1271.88,0.0,0.0,0.0,4992.02,0.0,0.0
2023-01-31,BA,Não bancário,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,68,64980.01,30158.59,0.0,0.0,0.0,0.0,92908.49,188047.09,56865.4,101503.02
2023-01-31,MG,Bancário,S1,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Agências de publicidade,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,91,692016.93,395338.31,383260.65,56252.61,0.0,0.0,120382.09,1647250.59,53928.86,341384.39
2023-01-31,SC,Cooperativas,S4,PJ,-,PJ - Alojamento e alimentação,"PJ - Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,38,44975.12,230.25,0.0,0.0,0.0,0.0,28409.04,73614.41,16516.71,42542.0
2023-01-31,RS,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Processamento industrial do fumo,PJ - Grande                                  ,PJ - Comércio exterior,Sem destinação específica,Pós-fixado,<= 15,39858210.57,0.0,0.0,0.0,0.0,0.0,0.0,39858210.57,0.0,0.0
2023-01-31,TO,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de artigos de papelaria,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,12184.33,12170.64,0.0,0.0,0.0,0.0,0.0,24354.97,0.0,0.0
2023-01-31,BA,Bancário,S3,PJ,-,PJ - Construção,PJ - Construção de estações e redes de telecomunicações,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,620.0,930.0,0.0,0.0,0.0,0.0,0.0,1550.0,0.0,0.0
2023-01-31,AL,Bancário,S1,PJ,-,PJ - Alojamento e alimentação,"PJ - Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,0.0,2158.44,12950.67,4866.6,0.0,0.0,0.0,19975.71,0.0,0.0
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,38360.45,126.68,0.0,0.0,0.0,0.0,89595.63,128082.76,88541.56,89595.63
